,0,1,2,3,4,5,6,7,8,9,10,11,12,13
99,6.9,1,0,0,0,0,0,2,0,0,0,1,0,12.012398
100,6.9,2,0,0,0,0,0,2,0,0,0,1,0,12.343804
101,24.383,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
102,19.733,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
103,19.733,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
104,10.317,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
105,10.317,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
106,12.017,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
107,12.017,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
108,12.017,3,0,0,1,0,0,0,1,0,0,0,0,11.697804
109,12.65,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
110,12.65,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
111,12.65,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
112,18.433,1,0,0,1,0,1,0,0,0,1,0,0,11.905571
113,18.433,2,0,0,1,0,1,0,0,0,1,0,0,12.364575
114,4.883,1,0,1,8,0,0,0,0,1,0,0,0,9.722465
115,4.883,2,0,1,8,0,0,0,0,1,0,0,0,10.095332
116,13.767,1,0,0,1,0,1,0,1,0,0,0,0,11.037876
117,13.767,2,0,0,1,0,1,0,1,0,0,0,0,11.335495
118,13.767,3,0,0,1,0,1,0,1,0,0,0,0,11.6557865
119,13.767,4,0,0,1,0,1,0,1,0,0,0,0,11.942014
120,24.383,1,0,0,2,0,0,0,0,0,1,0,0,13.18972
121,24.383,2,0,0,2,0,0,0,0,0,1,0,0,13.410825
122,24.383,3,0,0,2,0,0,0,0,0,1,0,0,13.696591
123,24.383,4,0,0,2,0,0,0,0,0,1,0,0,13.900458
124,13.217,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
125,13.217,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
126,17.133,1,0,0,3,0,0,0,1,0,0,0,0,13.005923
127,17.133,2,0,0,3,0,0,0,1,0,0,0,0,13.163009
128,17.133,3,0,0,3,0,0,0,1,0,0,0,0,13.393117
129,17.133,4,0,0,3,0,0,0,1,0,0,0,0,13.683446
130,7.15,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
131,7.15,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
132,12.95,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
133,12.95,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
134,16.933,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
135,16.933,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
136,16.933,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
137,16.933,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
138,10.5,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
139,10.5,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
140,10.617,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
141,10.617,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
142,8.433,1,0,0,1,0,2,0,1,0,0,0,0,11.8990755
143,8.433,2,0,0,1,0,2,0,1,0,0,0,0,12.00489
144,8.433,3,0,0,1,0,2,0,1,0,0,0,0,12.11678
145,8.433,4,0,0,1,0,2,0,1,0,0,0,0,12.248223
146,11.583,1,0,0,1,0,1,0,0,0,1,0,0,11.905571
147,11.583,2,0,0,1,0,1,0,0,0,1,0,0,12.364575
148,9.2,1,0,0,2,0,1,0,0,1,0,0,0,13.713798
149,9.2,2,0,0,2,0,1,0,0,1,0,0,0,13.860861
150,9.2,3,0,0,2,0,1,0,0,1,0,0,0,14.211809
151,9.2,4,0,0,2,0,1,0,0,1,0,0,0,14.401922
152,9.2,5,0,0,2,0,1,0,0,1,0,0,0,14.536925
153,13.217,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
154,13.217,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
155,9.467,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
156,9.467,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
157,10.9,1,0,1,5,0,0,0,1,0,0,0,0,7.241247
158,10.9,2,0,1,5,0,0,0,1,0,0,0,0,7.261301
159,10.9,3,0,1,5,0,0,0,1,0,0,0,0,7.6710167
160,10.9,4,0,1,5,0,0,0,1,0,0,0,0,7.9759936
161,10.9,5,0,1,5,0,0,0,1,0,0,0,0,7.3465414
162,18.017,1,0,0,0,0,0,2,0,0,0,1,0,12.012398
163,18.017,2,0,0,0,0,0,2,0,0,0,1,0,12.343804
164,18.017,3,0,0,0,0,0,2,0,0,0,1,0,13.049917
165,16.9,1,0,0,0,0,0,2,0,1,0,0,0,12.733996
166,16.9,2,0,0,0,0,0,2,0,1,0,0,0,13.16077
167,16.9,3,0,0,0,0,0,2,0,1,0,0,0,13.909143
168,10.917,1,0,0,0,0,0,2,1,0,0,0,0,11.701484
169,10.917,2,0,0,0,0,0,2,1,0,0,0,0,12.106208
170,10.917,3,0,0,0,0,0,2,1,0,0,0,0,12.968476
171,15.8,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
172,15.8,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
173,10.583,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
174,10.583,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
175,10.583,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
176,10.583,4,0,0,1,0,0,0,0,0,0,1,0,12.814147
177,5.767,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
178,10.45,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
179,13.433,1,1,0,1,0,0,0,0,1,0,0,0,13.426591
180,10.283,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
181,10.283,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
182,10.283,3,0,0,1,0,0,0,1,0,0,0,0,11.697804
183,25.567,1,0,0,0,0,0,2,0,0,1,0,0,13.873431
184,8.767,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
185,8.767,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
186,8.067,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
187,14.667,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
188,14.667,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
189,14.667,3,0,0,1,0,0,0,0,0,1,0,0,12.613114
190,14.95,1,0,0,2,0,1,0,0,0,0,1,0,13.473084
191,14.95,2,0,0,2,0,1,0,0,0,0,1,0,13.530165
192,14.95,3,0,0,2,0,1,0,0,0,0,1,0,13.783421
193,14.95,4,0,0,2,0,1,0,0,0,0,1,0,14.029094
194,14.95,5,0,0,2,0,1,0,0,0,0,1,0,14.109064
195,14.95,6,0,0,2,0,1,0,0,0,0,1,0,14.031261
196,25.45,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
197,12.733,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
198,13.533,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
199,11.0,1,0,0,0,0,0,2,0,0,0,1,0,12.012398
200,11.0,2,0,0,0,0,0,2,0,0,0,1,0,12.343804
201,13.517,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
202,13.517,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
203,13.517,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
204,11.6,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
205,11.6,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
206,9.267,1,0,0,0,0,1,2,0,0,0,1,0,11.73462
207,9.267,2,0,0,0,0,1,2,0,0,0,1,0,11.919497
208,9.267,3,0,0,0,0,1,2,0,0,0,1,0,12.526687
209,21.683,1,0,0,2,0,0,2,0,0,0,1,0,15.381472
210,21.683,2,0,0,2,0,0,2,0,0,0,1,0,15.430127
211,21.683,3,0,0,2,0,0,2,0,0,0,1,0,15.927479
212,21.683,4,0,0,2,0,0,2,0,0,0,1,0,16.249348
213,21.683,5,0,0,2,0,0,2,0,0,0,1,0,16.345234
214,21.683,6,0,0,2,0,0,2,0,0,0,1,0,16.362955
215,21.683,7,0,0,2,0,0,2,0,0,0,1,0,16.348537
216,12.083,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
217,12.083,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
218,12.683,1,0,0,2,0,0,0,0,0,1,0,0,13.18972
219,12.683,2,0,0,2,0,0,0,0,0,1,0,0,13.410825
220,13.417,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
221,13.417,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
222,15.9,1,0,0,0,0,0,2,1,0,0,0,0,11.701484
223,15.9,2,0,0,0,0,0,2,1,0,0,0,0,12.106208
224,15.9,3,0,0,0,0,0,2,1,0,0,0,0,12.968476
225,9.817,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
226,9.817,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
227,9.817,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
228,7.433,1,0,0,1,0,1,0,0,0,1,0,0,11.905571
229,7.433,2,0,0,1,0,1,0,0,0,1,0,0,12.364575
230,7.433,3,0,0,1,0,1,0,0,0,1,0,0,12.895969
231,20.167,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
232,20.167,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
233,10.283,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
234,10.283,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
235,10.283,3,0,0,1,0,0,0,0,0,1,0,0,12.613114
236,7.667,1,0,0,2,0,1,0,0,0,0,1,0,13.473084
237,7.667,2,0,0,2,0,1,0,0,0,0,1,0,13.530165
238,7.667,3,0,0,2,0,1,0,0,0,0,1,0,13.783421
239,7.667,4,0,0,2,0,1,0,0,0,0,1,0,14.029094
240,7.667,5,0,0,2,0,1,0,0,0,0,1,0,14.109064
241,0.0,1,0,1,1,0,0,0,1,0,0,0,0,8.098874
242,11.05,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
243,11.05,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
244,11.05,4,0,0,2,0,0,0,1,0,0,0,0,12.68551
245,12.283,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
246,12.283,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
247,11.867,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
248,11.6,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
249,8.783,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
250,8.017,2,0,0,0,0,0,0,0,0,0,1,0,10.372037
251,8.017,3,0,0,0,0,0,0,0,0,0,1,0,10.838179
252,17.017,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
253,9.55,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
254,10.083,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
255,10.317,1,0,0,3,0,0,0,1,0,0,0,0,13.005923
256,10.317,2,0,0,3,0,0,0,1,0,0,0,0,13.163009
257,10.317,3,0,0,3,0,0,0,1,0,0,0,0,13.393117
258,10.317,4,0,0,3,0,0,0,1,0,0,0,0,13.683446
259,10.317,5,0,0,3,0,0,0,1,0,0,0,0,13.482582
260,10.317,6,0,0,3,0,0,0,1,0,0,0,0,13.559785
261,10.317,7,0,0,3,0,0,0,1,0,0,0,0,13.563846
262,13.167,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
263,17.767,1,0,0,3,0,0,0,0,1,0,0,0,14.728683
264,17.767,2,0,0,3,0,0,0,0,1,0,0,0,15.01408
265,17.767,3,0,0,3,0,0,0,0,1,0,0,0,15.428049
266,7.5,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
267,7.533,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
268,9.35,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
269,9.35,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
270,10.717,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
271,10.717,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
272,8.65,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
273,8.65,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
274,10.967,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
275,16.967,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
276,11.983,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
277,11.983,3,1,0,1,0,1,0,0,0,0,1,0,13.003983
278,9.167,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
279,6.667,2,0,0,0,0,0,0,0,0,1,0,0,11.380914
280,6.667,3,0,0,0,0,0,0,0,0,1,0,0,11.9130125
281,11.7,1,0,0,3,0,1,0,1,0,0,0,0,13.499145
282,11.7,2,0,0,3,0,1,0,1,0,0,0,0,13.596093
283,11.7,3,0,0,3,0,1,0,1,0,0,0,0,13.776393
284,11.7,4,0,0,3,0,1,0,1,0,0,0,0,14.105082
285,11.7,5,0,0,3,0,1,0,1,0,0,0,0,13.956526
286,11.7,6,0,0,3,0,1,0,1,0,0,0,0,13.859153
287,26.533,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
288,25.067,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
289,25.067,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
290,25.067,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
291,12.1,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
292,12.433,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
293,12.1,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
294,11.017,1,0,0,1,0,1,0,0,0,1,0,0,11.905571
295,11.017,2,0,0,1,0,1,0,0,0,1,0,0,12.364575
296,11.017,3,0,0,1,0,1,0,0,0,1,0,0,12.895969
297,14.35,1,0,0,1,0,0,1,1,0,0,0,0,11.888385
298,14.35,2,0,0,1,0,0,1,1,0,0,0,0,12.186703
299,14.35,3,0,0,1,0,0,1,1,0,0,0,0,12.7098465
300,10.683,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
301,6.667,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
302,6.667,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
303,6.667,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
304,6.667,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
305,14.517,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
306,6.067,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
307,6.067,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
308,9.55,1,0,0,1,0,1,0,1,0,0,0,0,11.037876
309,9.55,2,0,0,1,0,1,0,1,0,0,0,0,11.335495
310,6.967,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
311,6.967,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
312,6.283,1,0,0,0,0,0,0,0,0,0,1,0,9.82506
313,22.017,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
314,0.0,1,0,1,2,0,0,0,0,1,0,0,0,7.8640566
315,0.0,2,0,1,2,0,0,0,0,1,0,0,0,8.255404
316,9.95,1,0,0,2,0,1,0,0,0,0,0,1,13.414073
317,9.95,2,0,0,2,0,1,0,0,0,0,0,1,13.322816
318,9.95,3,0,0,2,0,1,0,0,0,0,0,1,13.847222
319,13.167,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
320,13.167,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
321,13.167,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
322,16.117,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
323,16.117,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
324,9.783,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
325,9.783,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
326,9.783,3,0,0,1,0,1,0,0,0,0,1,0,12.693069
327,9.783,4,0,0,1,0,1,0,0,0,0,1,0,12.90308
328,12.15,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
329,12.15,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
330,12.15,3,0,0,1,0,1,0,0,0,0,1,0,12.693069
331,12.15,4,0,0,1,0,1,0,0,0,0,1,0,12.90308
332,12.15,5,0,0,1,0,1,0,0,0,0,1,0,12.921125
333,12.15,6,0,0,1,0,1,0,0,0,0,1,0,12.739435
334,12.15,7,0,0,1,0,1,0,0,0,0,1,0,12.673414
335,12.15,8,0,0,1,0,1,0,0,0,0,1,0,13.120744
336,22.5,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
337,22.5,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
338,10.5,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
339,10.5,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
340,10.5,3,0,0,1,0,0,0,0,1,0,0,0,12.697639
341,12.067,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
342,12.067,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
343,8.7,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
344,8.7,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
345,25.183,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
346,25.183,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
347,25.183,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
348,8.783,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
349,8.783,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
350,10.4,1,0,0,4,0,0,0,1,0,0,0,0,14.223995
351,10.4,2,0,0,4,0,0,0,1,0,0,0,0,14.288232
352,10.4,3,0,0,4,0,0,0,1,0,0,0,0,14.435651
353,10.4,4,0,0,4,0,0,0,1,0,0,0,0,14.681652
354,10.65,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
355,10.65,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
356,13.433,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
357,13.433,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
358,12.617,1,0,0,2,0,2,0,0,1,0,0,0,14.196704
359,12.617,2,0,0,2,0,2,0,0,1,0,0,0,14.245312
360,12.617,3,0,0,2,0,2,0,0,1,0,0,0,14.383013
361,12.617,4,0,0,2,0,2,0,0,1,0,0,0,14.703535
362,0.0,1,0,1,0,0,1,0,0,0,0,1,0,5.0691414
363,0.0,2,0,1,0,0,1,0,0,0,0,1,0,4.9430118
364,0.0,3,0,1,0,0,1,0,0,0,0,1,0,4.4542174
365,16.467,1,0,0,0,0,0,0,1,0,0,0,0,9.744294
366,16.467,2,0,0,0,0,0,0,1,0,0,0,0,10.590982
367,15.517,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
368,15.517,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
369,8.35,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
370,8.35,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
371,8.35,3,0,0,1,0,1,0,0,1,0,0,0,12.89173
372,0.0,1,0,1,1,0,1,0,0,1,0,0,0,6.738563
373,0.0,2,0,1,1,0,1,0,0,1,0,0,0,7.1158214
374,7.7,1,0,0,2,0,1,0,0,0,1,0,0,13.765818
375,7.7,2,0,0,2,0,1,0,0,0,1,0,0,13.879373
376,7.7,3,0,0,2,0,1,0,0,0,1,0,0,14.209658
377,16.283,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
378,16.283,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
379,16.283,3,0,0,1,0,1,0,0,0,0,1,0,12.693069
380,6.2,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
381,7.783,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
382,7.783,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
383,0.0,1,0,1,65,0,0,0,0,0,0,1,0,0.79665303
384,0.0,2,0,1,65,0,0,0,0,0,0,1,0,0.7445437
385,0.0,3,0,1,65,0,0,0,0,0,0,1,0,0.58511865
386,0.0,4,0,1,65,0,0,0,0,0,0,1,0,0.49913323
387,0.0,5,0,1,65,0,0,0,0,0,0,1,0,0.49937636
388,0.0,6,0,1,65,0,0,0,0,0,0,1,0,0.4523565
389,0.0,7,0,1,65,0,0,0,0,0,0,1,0,0.3922582
390,8.05,1,0,0,1,0,1,0,0,0,0,0,1,13.153546
391,8.05,2,0,0,1,0,1,0,0,0,0,0,1,12.943057
392,14.517,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
393,14.517,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
394,19.983,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
395,19.983,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
