,0,1,2,3,4,5,6,7,8,9,10,11,12,13
6884,9.6,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
6885,7.45,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6886,8.517,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
6887,8.517,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
6888,8.517,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
6889,9.45,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6890,9.45,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
6891,0.0,1,0,1,14,0,0,0,0,0,0,0,0,1.9516896
6892,0.0,2,0,1,14,0,0,0,0,0,0,0,0,1.990247
6893,0.0,3,0,1,14,0,0,0,0,0,0,0,0,2.045705
6894,0.0,4,0,1,14,0,0,0,0,0,0,0,0,2.1660974
6895,0.0,5,0,1,14,0,0,0,0,0,0,0,0,2.2260218
6896,10.633,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
6897,10.633,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
6898,10.633,3,0,0,1,0,0,0,0,0,1,0,0,12.613114
6899,10.633,4,0,0,1,0,0,0,0,0,1,0,0,12.916025
6900,11.983,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
6901,11.983,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
6902,11.983,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
6903,13.017,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6904,14.567,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
6905,14.567,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
6906,14.567,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
6907,14.567,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
6908,14.567,5,0,0,3,0,0,0,0,0,0,1,0,14.954212
6909,8.75,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6910,8.75,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
6911,8.75,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
6912,8.75,4,0,0,1,0,0,0,0,0,0,1,0,12.814147
6913,6.533,1,0,0,1,0,0,0,0,0,0,0,1,12.959265
6914,11.767,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
6915,11.767,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
6916,8.417,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
6917,8.417,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
6918,8.417,3,0,0,1,0,1,0,0,1,0,0,0,12.89173
6919,8.417,4,0,0,1,0,1,0,0,1,0,0,0,13.054397
6920,8.417,5,0,0,1,0,1,0,0,1,0,0,0,13.139538
6921,8.417,6,0,0,1,0,1,0,0,1,0,0,0,13.031574
6922,12.1,1,0,0,2,0,1,1,0,0,0,1,0,13.881296
6923,12.1,2,0,0,2,0,1,1,0,0,0,1,0,13.8652
6924,12.1,3,0,0,2,0,1,1,0,0,0,1,0,14.172176
6925,12.1,4,0,0,2,0,1,1,0,0,0,1,0,14.440277
6926,12.1,5,0,0,2,0,1,1,0,0,0,1,0,14.552826
6927,11.317,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6928,15.3,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
6929,15.3,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
6930,15.3,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
6931,13.4,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
6932,13.4,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
6933,11.683,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
6934,11.683,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
6935,11.683,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
6936,15.0,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
6937,15.0,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
6938,7.833,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6939,7.833,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
6940,8.933,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6941,11.333,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
6942,11.333,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
6943,11.333,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
6944,17.35,1,0,0,0,0,0,2,0,1,0,0,0,12.733996
6945,17.35,2,0,0,0,0,0,2,0,1,0,0,0,13.16077
6946,0.0,1,0,1,2,0,2,0,1,0,0,0,0,4.0801086
6947,0.0,2,0,1,2,0,2,0,1,0,0,0,0,4.232306
6948,0.0,3,0,1,2,0,2,0,1,0,0,0,0,4.410489
6949,0.0,4,0,1,2,0,2,0,1,0,0,0,0,4.4739246
6950,16.417,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6951,19.867,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
6952,19.867,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
6953,10.45,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
6954,10.45,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
6955,9.2,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
6956,9.2,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
6957,9.2,3,0,0,1,0,0,0,0,0,1,0,0,12.613114
6958,14.7,1,0,0,1,0,0,1,1,0,0,0,0,11.888385
6959,14.7,2,0,0,1,0,0,1,1,0,0,0,0,12.186703
6960,14.133,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
6961,14.133,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
6962,14.133,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
6963,14.133,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
6964,14.133,5,0,0,3,0,0,0,0,0,0,1,0,14.954212
6965,7.583,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6966,5.817,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
6967,14.25,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6968,9.567,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
6969,9.567,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
6970,9.883,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
6971,9.883,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
6972,9.883,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
6973,9.883,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
6974,7.483,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6975,11.8,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
6976,11.8,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
6977,11.8,3,0,0,1,0,0,0,1,0,0,0,0,11.697804
6978,11.8,4,0,0,1,0,0,0,1,0,0,0,0,11.956404
6979,11.45,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
6980,7.767,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
6981,7.767,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
6982,10.25,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6983,10.25,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
6984,10.683,1,0,0,0,0,0,0,0,0,0,1,0,9.82506
6985,10.083,1,0,0,0,0,0,0,0,1,0,0,0,10.137692
6986,10.083,2,0,0,0,0,0,0,0,1,0,0,0,11.012024
6987,9.683,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
6988,9.683,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
6989,9.683,3,0,0,2,0,0,0,1,0,0,0,0,12.444451
6990,9.683,4,0,0,2,0,0,0,1,0,0,0,0,12.68551
6991,18.933,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
6992,16.033,1,0,0,1,0,0,1,0,0,0,1,0,13.027648
6993,16.033,2,0,0,1,0,0,1,0,0,0,1,0,13.3610115
6994,16.033,3,0,0,1,0,0,1,0,0,0,1,0,13.903653
6995,16.033,4,0,0,1,0,0,1,0,0,0,1,0,14.142594
6996,16.033,5,0,0,1,0,0,1,0,0,0,1,0,14.365315
6997,14.85,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
6998,14.85,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
6999,11.5,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7000,11.5,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7001,11.5,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7002,16.633,1,0,0,1,0,0,1,0,0,0,1,0,13.027648
7003,16.633,2,0,0,1,0,0,1,0,0,0,1,0,13.3610115
7004,16.633,3,0,0,1,0,0,1,0,0,0,1,0,13.903653
7005,6.133,1,0,0,1,0,1,0,1,0,0,0,0,11.037876
7006,6.133,2,0,0,1,0,1,0,1,0,0,0,0,11.335495
7007,7.317,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7008,7.317,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7009,7.317,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7010,14.633,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7011,14.867,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
7012,14.867,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
7013,14.867,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
7014,14.867,4,0,0,3,0,0,0,0,0,0,1,0,14.530113
7015,14.867,5,0,0,3,0,0,0,0,0,0,1,0,14.954212
7016,28.283,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
7017,28.283,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
7018,28.283,3,0,0,1,0,1,0,0,1,0,0,0,12.89173
7019,9.4,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7020,9.4,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7021,10.65,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
7022,10.65,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
7023,16.583,1,0,0,1,0,0,1,0,1,0,0,0,13.279592
7024,16.583,2,0,0,1,0,0,1,0,1,0,0,0,13.885712
7025,18.133,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7026,18.133,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
7027,0.0,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7028,23.2,1,1,0,2,0,0,0,0,1,0,0,0,15.49087
7029,23.2,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
7030,8.517,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7031,6.6,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
7032,6.6,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
7033,6.6,3,0,0,2,0,0,0,0,1,0,0,0,13.577191
7034,6.6,4,0,0,2,0,0,0,0,1,0,0,0,13.741346
7035,0.017,1,0,0,0,0,1,0,0,0,0,1,0,9.673379
7036,7.283,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
7037,6.15,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7038,5.817,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
7039,5.817,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
7040,9.2,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7041,7.85,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7042,7.85,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7043,7.85,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7044,8.717,1,0,0,0,0,0,0,0,0,0,1,0,9.82506
7045,8.717,2,0,0,0,0,0,0,0,0,0,1,0,10.372037
7046,8.717,3,0,0,0,0,0,0,0,0,0,1,0,10.838179
7047,8.717,4,0,0,0,0,0,0,0,0,0,1,0,11.151799
7048,8.717,5,0,0,0,0,0,0,0,0,0,1,0,11.310575
7049,7.667,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7050,7.667,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7051,9.317,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
7052,9.317,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
7053,9.5,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7054,11.583,1,0,0,0,0,0,0,0,0,0,1,0,9.82506
7055,15.0,1,0,0,0,0,0,1,0,1,0,0,0,12.526343
7056,9.683,1,0,1,12,0,0,0,0,0,0,1,0,5.6296444
7057,13.533,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7058,9.183,1,0,0,3,0,3,0,0,1,0,0,0,12.677866
7059,9.183,2,0,0,3,0,3,0,0,1,0,0,0,12.832237
7060,13.733,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7061,13.733,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7062,13.733,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7063,13.733,4,0,0,2,0,0,0,0,0,0,1,0,13.524449
7064,13.733,5,0,0,2,0,0,0,0,0,0,1,0,13.623976
7065,10.3,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7066,10.3,2,1,0,2,0,0,0,0,0,0,1,0,13.231718
7067,11.317,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7068,11.317,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7069,15.033,1,0,0,0,0,0,2,0,0,0,1,0,12.012398
7070,15.033,2,0,0,0,0,0,2,0,0,0,1,0,12.343804
7071,15.033,3,0,0,0,0,0,2,0,0,0,1,0,13.049917
7072,15.033,4,0,0,0,0,0,2,0,0,0,1,0,13.314769
7073,10.7,1,0,0,1,0,0,1,0,0,0,1,0,13.027648
7074,10.7,2,0,0,1,0,0,1,0,0,0,1,0,13.3610115
7075,10.7,3,0,0,1,0,0,1,0,0,0,1,0,13.903653
7076,10.7,4,0,0,1,0,0,1,0,0,0,1,0,14.142594
7077,10.7,5,0,0,1,0,0,1,0,0,0,1,0,14.365315
7078,10.7,6,0,0,1,0,0,1,0,0,0,1,0,14.19886
7079,12.967,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7080,12.967,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7081,5.833,1,1,0,1,0,0,0,0,0,0,1,0,12.354557
7082,19.033,1,0,0,2,0,1,0,1,0,0,0,0,12.638563
7083,19.033,2,0,0,2,0,1,0,1,0,0,0,0,12.727783
7084,19.033,3,0,0,2,0,1,0,1,0,0,0,0,12.982536
7085,7.65,1,0,0,0,0,1,1,0,0,1,0,0,11.792173
7086,7.65,2,0,0,0,0,1,1,0,0,1,0,0,12.43041
7087,7.65,3,0,0,0,0,1,1,0,0,1,0,0,13.124695
7088,8.517,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7089,8.517,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7090,9.25,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
7091,9.25,4,0,0,1,0,0,0,0,0,0,1,0,12.814147
7092,9.25,5,0,0,1,0,0,0,0,0,0,1,0,12.847117
7093,9.25,6,0,0,1,0,0,0,0,0,0,1,0,12.762733
7094,11.833,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
7095,11.833,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
7096,14.333,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7097,14.333,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7098,14.333,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7099,8.733,1,1,0,1,0,0,0,0,0,1,0,0,13.740127
7100,8.733,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
7101,8.733,3,0,0,1,0,0,0,0,0,1,0,0,12.613114
7102,7.483,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7103,6.65,1,0,0,0,0,0,2,0,1,0,0,0,12.733996
7104,6.65,2,0,0,0,0,0,2,0,1,0,0,0,13.16077
7105,6.65,3,0,0,0,0,0,2,0,1,0,0,0,13.909143
7106,13.95,1,0,0,2,0,0,2,1,0,0,0,0,14.262641
7107,13.95,2,0,0,2,0,0,2,1,0,0,0,0,14.292463
7108,13.95,3,0,0,2,0,0,2,1,0,0,0,0,14.8574095
7109,13.95,4,0,0,2,0,0,2,1,0,0,0,0,15.236456
7110,13.95,5,0,0,2,0,0,2,1,0,0,0,0,14.914621
7111,13.95,6,0,0,2,0,0,2,1,0,0,0,0,14.792227
7112,5.883,1,1,0,1,0,0,0,1,0,0,0,0,11.392848
7113,22.833,1,1,0,2,0,0,0,0,0,0,1,0,13.199774
7114,22.833,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7115,22.833,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7116,6.967,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7117,8.567,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
7118,8.567,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
7119,11.733,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7120,11.733,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7121,11.733,3,1,0,2,0,0,0,0,0,0,1,0,13.470444
7122,5.883,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7123,5.883,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7124,8.267,3,0,0,0,0,0,1,0,0,0,1,0,12.682295
7125,8.267,4,0,0,0,0,0,1,0,0,0,1,0,12.885649
7126,8.267,5,0,0,0,0,0,1,0,0,0,1,0,13.039333
7127,8.267,6,0,0,0,0,0,1,0,0,0,1,0,12.828762
7128,8.267,7,0,0,0,0,0,1,0,0,0,1,0,13.204266
7129,7.1,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7130,7.017,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
7131,7.017,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
7132,7.017,3,0,0,1,0,1,0,0,0,0,1,0,12.693069
7133,8.1,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
7134,8.1,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
7135,8.1,3,0,0,1,0,1,0,0,1,0,0,0,12.89173
7136,6.583,1,0,0,0,0,0,0,0,0,1,0,0,10.452594
7137,15.1,2,0,0,1,0,0,0,0,0,1,0,0,12.144373
7138,11.35,1,1,0,1,0,0,0,0,1,0,0,0,13.426591
7139,11.35,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
7140,17.583,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7141,17.183,1,0,0,1,0,0,0,0,0,1,0,0,11.578444
7142,12.517,1,0,0,4,0,0,0,0,0,0,1,0,14.010747
7143,12.517,2,0,0,4,0,0,0,0,0,0,1,0,14.100196
7144,12.517,3,0,0,4,0,0,0,0,0,0,1,0,14.3263035
7145,12.517,4,0,0,4,0,0,0,0,0,0,1,0,14.643341
7146,12.517,5,0,0,4,0,0,0,0,0,0,1,0,14.977427
7147,25.65,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7148,25.65,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7149,25.65,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7150,8.583,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7151,8.583,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7152,10.533,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7153,19.833,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7154,19.833,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
7155,19.833,3,0,0,1,0,0,0,1,0,0,0,0,11.697804
7156,18.117,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7157,18.117,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7158,18.117,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7159,12.017,1,0,0,1,0,1,0,0,0,1,0,0,11.905571
7160,12.017,2,0,0,1,0,1,0,0,0,1,0,0,12.364575
7161,12.017,3,0,0,1,0,1,0,0,0,1,0,0,12.895969
7162,12.017,4,0,0,1,0,1,0,0,0,1,0,0,13.336604
7163,9.25,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7164,11.3,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7165,11.3,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7166,11.3,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7167,14.667,1,0,0,3,0,0,0,0,1,0,0,0,14.728683
7168,14.667,2,0,0,3,0,0,0,0,1,0,0,0,15.01408
7169,14.667,3,0,0,3,0,0,0,0,1,0,0,0,15.428049
7170,14.667,4,0,0,3,0,0,0,0,1,0,0,0,15.8685055
7171,14.667,5,0,0,3,0,0,0,0,1,0,0,0,16.202515
7172,14.667,6,0,0,3,0,0,0,0,1,0,0,0,16.575022
7173,17.6,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7174,17.6,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7175,17.6,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
7176,17.6,4,0,0,1,0,0,0,0,0,0,1,0,12.814147
7177,17.6,5,0,0,1,0,0,0,0,0,0,1,0,12.847117
7178,23.333,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7179,23.333,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7180,23.333,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7181,8.083,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7182,15.867,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7183,15.867,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7184,12.833,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
7185,12.833,2,0,0,2,0,0,0,0,1,0,0,0,13.205833
7186,14.967,1,0,0,3,0,0,1,0,0,0,1,0,16.6965
7187,14.967,2,0,0,3,0,0,1,0,0,0,1,0,16.750938
7188,14.967,3,0,0,3,0,0,1,0,0,0,1,0,17.097822
7189,14.967,4,0,0,3,0,0,1,0,0,0,1,0,17.513563
7190,18.183,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
7191,18.183,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
7192,16.45,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7193,16.45,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7194,7.567,1,0,0,0,0,1,1,1,0,0,0,0,10.945253
7195,7.567,2,0,0,0,0,1,1,1,0,0,0,0,11.465254
7196,10.417,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7197,8.383,1,0,0,2,0,0,0,0,1,0,0,0,12.895963
7198,8.3,1,0,0,1,0,1,0,0,1,0,0,0,12.006562
7199,8.3,2,0,0,1,0,1,0,0,1,0,0,0,12.443829
7200,12.95,1,0,0,2,0,1,0,0,0,0,1,0,13.473084
7201,12.95,2,0,0,2,0,1,0,0,0,0,1,0,13.530165
7202,12.95,3,0,0,2,0,1,0,0,0,0,1,0,13.783421
7203,9.933,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7204,9.933,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7205,10.333,1,0,0,0,0,0,1,0,0,0,1,0,11.547424
7206,8.683,1,0,0,2,0,1,0,0,0,1,0,0,13.765818
7207,8.683,2,0,0,2,0,1,0,0,0,1,0,0,13.879373
7208,8.683,3,0,0,2,0,1,0,0,0,1,0,0,14.209658
7209,20.2,1,0,0,1,0,0,1,0,0,0,1,0,13.027648
7210,20.2,2,0,0,1,0,0,1,0,0,0,1,0,13.3610115
7211,20.2,3,0,0,1,0,0,1,0,0,0,1,0,13.903653
7212,9.3,1,0,0,2,0,1,0,0,0,0,1,0,13.473084
7213,9.3,2,0,0,2,0,1,0,0,0,0,1,0,13.530165
7214,9.3,3,0,0,2,0,1,0,0,0,0,1,0,13.783421
7215,9.3,4,0,0,2,0,1,0,0,0,0,1,0,14.029094
7216,9.3,5,0,0,2,0,1,0,0,0,0,1,0,14.109064
7217,10.067,1,0,1,1,0,0,0,1,0,0,0,0,8.098874
7218,10.083,1,0,0,1,0,1,0,1,0,0,0,0,11.037876
7219,10.083,2,0,0,1,0,1,0,1,0,0,0,0,11.335495
7220,10.083,3,0,0,1,0,1,0,1,0,0,0,0,11.6557865
7221,17.983,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7222,17.983,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7223,8.15,1,0,0,0,0,0,0,0,0,0,1,0,9.82506
7224,8.15,2,0,0,0,0,0,0,0,0,0,1,0,10.372037
7225,11.167,1,0,0,3,0,0,0,0,0,0,1,0,13.770426
7226,11.167,2,0,0,3,0,0,0,0,0,0,1,0,13.903351
7227,11.167,3,0,0,3,0,0,0,0,0,0,1,0,14.169233
7228,14.217,1,0,0,0,0,0,1,1,0,0,0,0,11.313064
7229,26.1,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7230,26.1,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7231,9.967,1,0,0,0,0,0,0,0,0,1,0,0,10.452594
7232,9.967,2,0,0,0,0,0,0,0,0,1,0,0,11.380914
7233,6.467,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7234,6.467,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7235,9.133,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7236,9.133,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
7237,9.8,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
7238,8.433,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
7239,8.433,2,0,0,1,0,0,0,0,1,0,0,0,12.230076
7240,15.65,1,0,1,1,0,0,0,1,0,0,0,0,8.098874
7241,7.633,1,0,0,1,0,1,0,0,0,0,1,0,12.062418
7242,7.633,2,0,0,1,0,1,0,0,0,0,1,0,12.327073
7243,7.633,3,0,0,1,0,1,0,0,0,0,1,0,12.693069
7244,7.067,1,0,0,2,0,0,0,1,0,0,0,0,11.941816
7245,7.067,2,0,0,2,0,0,0,1,0,0,0,0,12.132733
7246,6.75,1,0,0,2,0,0,0,0,0,0,1,0,12.863867
7247,6.75,2,0,0,2,0,0,0,0,0,0,1,0,13.038249
7248,6.75,3,0,0,2,0,0,0,0,0,0,1,0,13.309861
7249,6.75,4,0,0,2,0,0,0,0,0,0,1,0,13.524449
7250,6.75,5,0,0,2,0,0,0,0,0,0,1,0,13.623976
7251,16.45,1,0,0,3,0,0,0,0,1,0,0,0,14.728683
7252,16.45,2,0,0,3,0,0,0,0,1,0,0,0,15.01408
7253,16.45,3,0,0,3,0,0,0,0,1,0,0,0,15.428049
7254,16.45,4,0,0,3,0,0,0,0,1,0,0,0,15.8685055
7255,16.1,1,0,0,1,0,0,0,0,0,0,1,0,11.864438
7256,16.1,2,0,0,1,0,0,0,0,0,0,1,0,12.262157
7257,16.1,3,0,0,1,0,0,0,0,0,0,1,0,12.629993
7258,16.1,4,0,0,1,0,0,0,0,0,0,1,0,12.814147
7259,11.517,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7260,11.517,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
7261,20.1,1,0,1,2,0,0,0,0,0,0,1,0,7.3620863
7262,20.1,2,0,1,2,0,0,0,0,0,0,1,0,7.462351
7263,12.0,1,0,0,1,0,0,0,1,0,0,0,0,10.902016
7264,12.0,2,0,0,1,0,0,0,1,0,0,0,0,11.325521
7265,12.0,3,0,0,1,0,0,0,1,0,0,0,0,11.697804
7266,18.017,1,0,0,3,0,0,0,1,0,0,0,0,13.005923
7267,18.017,2,0,0,3,0,0,0,1,0,0,0,0,13.163009
7268,18.017,3,0,0,3,0,0,0,1,0,0,0,0,13.393117
7269,7.667,1,0,0,1,0,0,0,0,1,0,0,0,11.605229
7270,13.967,1,0,0,1,0,1,0,1,0,0,0,0,11.037876
