make_time,day_part,inhopper,stuffed_crust,product_line,quantity_sold,is_plan_ahead
12.517,4,3,0,Pizza,1,0
7.317,4,1,0,Side,1,0
7.317,4,2,0,Pizza,1,0
7.317,4,3,0,Pizza,1,0
16.017,2,1,0,Beverage,1,0
16.017,2,2,1,Pizza,1,0
16.017,2,3,0,Extra,3,0
16.017,2,4,0,Side,1,0
16.017,2,5,0,Side,1,0
16.017,2,6,0,Side,1,0
8.933,4,1,0,Pizza,1,0
9.867,2,1,0,Pizza,1,0
12.233,4,1,0,Pizza,1,0
12.233,4,2,0,Pizza,1,0
9.433,2,1,1,Pizza,1,0
9.433,2,2,0,Extra,1,0
9.433,2,3,0,Extra,1,0
9.433,2,4,0,Beverage,1,0
13.683,4,1,0,Pizza,1,0
13.683,4,2,0,Side,1,0
13.683,4,3,0,Side,1,0
13.917,4,1,0,Side,1,0
13.917,4,2,0,Side,1,0
13.917,4,3,0,Pizza,1,0
13.917,4,4,0,Pizza,1,0
8.283,4,1,0,Pizza,1,0
8.85,2,1,0,Sandwich,1,0
8.283,1,1,0,Side,1,0
8.283,1,2,0,Extra,3,0
8.283,1,3,0,Pizza,1,0
8.283,1,4,0,Pizza,1,0
24.6,4,1,0,Beverage,1,0
24.6,4,2,0,Dessert,1,0
24.6,4,3,0,Side,1,0
24.6,4,4,0,Pizza,1,0
24.6,4,5,0,Pizza,1,0
14.233,1,1,0,Pizza,1,1
14.233,1,2,0,Pizza,1,1
8.8,4,3,0,Pizza,1,0
8.8,4,4,0,Pizza,1,0
8.317,1,1,1,Pizza,1,0
8.317,1,2,0,Pizza,1,0
11.1,1,1,0,Side,1,1
11.1,1,2,1,Pizza,1,1
11.1,1,3,1,Pizza,1,1
8,4,1,0,Pizza,1,0
9.5,1,1,0,Extra,3,0
9.5,1,2,0,Side,1,0
9.5,1,3,0,Pizza,1,0
9.5,1,4,0,Pizza,1,0
12.633,3,1,0,Beverage,1,0
12.633,3,2,0,Side,1,0
12.633,3,3,0,Pizza,1,0
15.567,3,1,0,Sandwich,1,0
15.567,3,2,0,Dessert,1,0
15.567,3,3,0,Pizza,1,0
12.783,4,1,1,Pizza,1,0
18.383,2,1,1,Pizza,1,0
14.367,Morning,1,0,Side,1,0
14.367,Morning,2,0,Pizza,1,0
14.367,Morning,3,0,Pizza,1,0
14.367,Morning,4,0,Pizza,1,0
8.767,4,1,0,Pizza,1,0
8.767,4,2,0,Pizza,1,0
13.667,2,1,0,Side,1,0
13.667,2,2,0,Pizza,1,0
8.517,4,1,0,Side,1,0
8.517,4,2,0,Dessert,1,0
8.517,4,3,0,Pizza,1,0
8.517,4,4,0,Pizza,1,0
9.9,1,1,0,Beverage,1,0
9.9,1,2,0,Beverage,1,0
9.9,1,3,0,Dessert,1,0
9.9,1,4,0,Pizza,1,0
9.9,1,5,0,Pizza,1,0
9.9,1,6,0,Pizza,1,0
9.9,1,7,0,Pizza,1,0
9.9,1,8,0,Pizza,1,0
8.133,4,1,0,Side,1,0
8.133,4,2,0,Side,1,0
8.133,4,3,0,Pizza,1,0
8.133,4,4,0,Pizza,1,0
6.05,4,1,0,Side,1,0
6.05,4,2,0,Dessert,1,0
11.917,4,1,0,Sandwich,1,0
11.917,4,2,0,Side,1,0
11.917,4,3,0,Extra,1,0
11.917,4,4,1,Pizza,1,0
11.917,4,5,0,Beverage,1,0
11.8,1,1,0,Pizza,1,0
11.8,1,2,0,Pizza,1,0
11.8,1,3,0,Pizza,1,0
11.483,1,1,0,Pizza,1,0
10.417,4,1,0,Pizza,1,0
12.067,1,1,0,Sandwich,1,0
12.067,1,2,0,Sandwich,1,0
11.033,1,1,0,Pizza,1,0
11.033,1,2,0,Pizza,1,0
11.033,1,3,0,Extra,2,0
8.733,2,1,0,Pizza,1,0
15.017,3,1,0,Pizza,1,0
11.167,2,1,0,Pizza,1,0
11.167,2,2,0,Pizza,1,0
11.167,2,3,0,Pizza,1,0
11.167,2,4,0,Pizza,1,0
9.383,4,1,0,Beverage,1,0
9.383,4,2,0,Side,1,0
9.383,4,3,0,Pizza,1,0
7.433,1,1,0,Pizza,1,0
7.433,1,2,0,Pizza,1,0
7.433,1,3,0,Side,1,0
7.433,1,4,0,Extra,1,0
10.15,4,1,0,Pizza,1,0
10.15,4,2,0,Pizza,1,0
10.15,4,3,0,Dessert,1,0
10.15,4,4,0,Dessert,1,0
10.5,1,1,0,Pizza,1,0
10.5,1,2,1,Pizza,1,0
10.5,1,3,0,Pizza,1,0
6.717,4,1,0,Dessert,1,0
6.717,4,2,0,Side,1,0
14.817,4,1,0,Beverage,1,0
14.817,4,2,0,Pizza,1,0
14.817,4,3,0,Pizza,1,0
11.25,2,1,0,Side,1,0
11.25,2,2,1,Pizza,1,0
10.133,4,1,0,Side,1,0
7.617,3,1,0,Pizza,1,0
7.583,3,1,1,Pizza,1,0
7.583,3,2,0,Side,1,0
7.583,3,3,0,Side,1,0
19.033,4,1,0,Side,1,0
19.033,4,2,0,Dessert,1,0
19.033,4,3,0,Pizza,1,0
19.033,4,4,0,Pizza,1,0
7.95,3,1,0,Beverage,1,0
7.95,3,2,0,Side,1,0
13.55,1,1,0,Pizza,1,0
13.55,1,2,0,Pizza,1,0
13.55,1,3,0,Pizza,1,0
14.6,4,1,0,Pizza,1,0
14.6,4,2,0,Side,1,0
9.283,4,1,0,Pizza,1,0
16.917,4,1,1,Pizza,1,0
16.917,4,2,0,Pizza,1,0
16.917,4,3,0,Pizza,1,0
16.917,4,4,0,Pizza,1,0
10.467,4,1,0,Side,1,0
10.467,4,2,0,Pizza,1,0
16.733,Morning,1,1,Pizza,1,1
16.733,Morning,2,0,Pizza,1,1
12.483,2,1,0,Pizza,1,0
12.483,2,2,0,Pizza,1,0
12.483,2,3,0,Side,1,0
12.167,4,1,1,Pizza,1,0
12.167,4,2,0,Pizza,1,0
12.533,4,1,0,Pizza,1,0
10.267,4,1,0,Side,1,0
10.267,4,2,0,Side,1,0
7.733,1,1,1,Pizza,1,0
10.917,4,1,0,Pizza,1,0
8.033,1,1,0,Side,1,0
8.033,1,2,0,Pizza,1,0
8.033,1,3,1,Pizza,1,0
10.433,4,1,0,Pizza,1,0
10.433,4,2,0,Pizza,1,0
10.433,4,3,1,Pizza,1,0
12.933,4,1,0,Beverage,1,0
12.933,4,2,0,Pizza,1,0
26.983,1,1,0,Side,1,0
26.983,1,2,0,Pizza,1,0
26.983,1,3,0,Pizza,1,0
9.3,2,1,0,Dessert,1,0
9.3,2,2,1,Pizza,1,0
8.517,3,1,0,Pizza,1,0
8.517,3,2,0,Extra,1,0
12.017,1,1,0,Beverage,1,0
12.017,1,2,0,Side,1,0
12.017,1,3,0,Side,1,0
12.017,1,4,0,Pizza,1,0
11.783,1,1,0,Dessert,1,1
11.783,1,2,0,Pizza,1,1
11.367,2,1,0,Extra,2,0
11.367,2,2,0,Extra,2,0
11.367,2,3,0,Pizza,1,0
11.367,2,4,0,Pizza,1,0
17,4,1,0,Pizza,1,0
17,4,2,0,Pizza,1,0
7.683,1,1,0,Beverage,1,0
7.683,1,2,0,Sandwich,1,0
7.683,1,3,0,Dessert,1,0
14.733,4,1,0,Sandwich,1,0
14.733,4,2,0,Sandwich,1,0
14.733,4,3,0,Sandwich,1,0
8.2,1,1,0,Extra,1,0
8.2,1,2,0,Sandwich,1,0
8.167,1,1,0,Pizza,1,0
8.3,2,1,0,Pizza,1,0
10.033,2,1,0,Extra,4,0
10.033,2,2,0,Pizza,1,0
10.033,2,3,0,Pizza,1,0
8.967,1,1,0,Extra,3,0
8.967,1,2,0,Extra,1,0
8.967,1,3,0,Extra,10,0
8.967,1,4,0,Extra,5,0
8.967,1,5,0,Extra,10,0
8.967,1,6,0,Pizza,1,0
8.967,1,7,0,Pizza,1,0
8.967,1,8,0,Dessert,1,0
8.217,1,9,0,Pizza,1,0
8.217,1,10,0,Pizza,1,0
30.367,4,1,0,Pizza,1,0
30.367,4,2,0,Dessert,1,0
10.45,1,1,0,Sandwich,1,0
13.75,4,1,0,Side,1,0
13.75,4,2,0,Pizza,1,0
8.183,3,1,0,Pizza,1,0
5.2,1,1,0,Pizza,1,0
14.317,4,1,0,Pizza,1,0
14.317,4,2,0,Side,1,0
7.983,4,1,0,Side,1,0
7.983,4,2,0,Beverage,1,0
7.983,4,3,0,Pizza,1,0
7.983,4,4,0,Pizza,1,0
12.833,4,1,0,Side,1,0
12.833,4,2,0,Side,1,0
12.833,4,3,0,Side,1,0
12.833,4,4,0,Pizza,1,0
12.833,4,5,0,Pizza,1,0
10.65,1,1,0,Beverage,1,0
10.65,1,2,0,Side,1,0
10.65,1,3,0,Sandwich,1,0
10.65,1,4,0,Pizza,1,0
10.65,1,5,0,Pizza,1,0
9.1,4,1,0,Side,1,0
9.1,4,2,0,Pizza,1,0
9.1,4,3,0,Pizza,1,0
10.65,2,1,0,Side,1,0
10.65,2,2,0,Pizza,1,0
9.45,3,1,0,Pizza,1,0
8.167,1,1,0,Pizza,1,0
8.167,1,2,0,Pizza,1,0
14.567,3,1,0,Pizza,1,0
8.65,2,1,0,Beverage,1,0
8.65,2,2,0,Pizza,1,0
13.217,2,1,0,Extra,5,0
13.217,2,2,0,Side,1,0
13.217,2,3,0,Dessert,1,0
13.217,2,4,0,Pizza,1,0
10.983,1,1,0,Side,1,0
10.983,1,2,0,Pizza,1,0
12.983,4,1,0,Side,1,0
12.983,4,2,0,Pizza,1,0
12.983,4,3,0,Pizza,1,0
7.883,3,1,0,Pizza,1,0
6.967,1,1,0,Beverage,1,0
6.967,1,2,0,Pizza,1,0
6.967,1,3,0,Dessert,1,0
14.45,3,1,0,Extra,2,0
14.45,3,2,0,Pizza,1,0
14.45,3,3,0,Pizza,1,0
14.45,3,4,0,Side,1,0
20.217,3,1,0,Pizza,1,0
20.217,3,2,0,Pizza,1,0
20.217,3,3,0,Pizza,1,0
20.217,3,4,0,Pizza,1,0
15.433,4,1,0,Pizza,1,0
15.433,4,2,0,Dessert,1,0
7.833,4,1,0,Dessert,1,0
7.833,4,2,0,Side,1,0
7.833,4,3,0,Side,1,0
11.183,2,1,0,Beverage,1,0
11.183,2,2,0,Sandwich,1,0
11.183,2,3,0,Sandwich,1,0
14.967,4,1,0,Side,1,0
14.967,4,2,0,Side,1,0
14.967,4,3,0,Sandwich,1,0
10.667,4,1,0,Pizza,1,0
10.667,4,2,0,Pizza,1,0
10.667,4,3,0,Side,1,0
7.567,4,1,0,Pizza,1,0
11.817,1,1,0,Side,1,0
11.817,1,2,0,Pizza,1,0
10.2,4,1,0,Side,1,0
10.2,4,2,0,Pizza,1,0
10.2,4,3,0,Pizza,1,0
10.317,4,4,0,Pizza,1,0
9.067,2,1,0,Pizza,1,0
9.067,2,2,0,Pizza,1,0
9.067,2,3,0,Side,1,0
11.683,4,1,0,Side,1,0
11.683,4,2,0,Pizza,1,0
13.233,3,1,0,Side,1,0
13.233,3,2,1,Pizza,1,0
7.017,4,1,0,Beverage,1,0
7.017,4,2,0,Pizza,1,0
7.017,4,3,0,Pizza,1,0
7.017,4,4,0,Side,1,0
6.717,4,1,0,Pizza,1,0
6.717,4,2,0,Pizza,1,0
11.05,1,1,0,Beverage,1,0
11.05,1,2,0,Pizza,1,0
13.833,4,1,0,Pizza,1,0
11.95,1,1,0,Beverage,1,0
11.95,1,2,0,Beverage,1,0
11.95,1,3,0,Side,1,0
11.95,1,4,0,Pizza,1,0
10.15,4,1,0,Pizza,1,0
10.15,4,2,0,Pizza,1,0
9.3,4,1,0,Pizza,1,0
9.3,4,2,0,Pizza,1,0
12.25,4,1,0,Extra,1,0
12.25,4,2,0,Extra,1,0
12.25,4,3,0,Sandwich,1,0
13.433,4,1,0,Dessert,1,0
13.433,4,2,0,Pizza,1,0
9.683,2,1,0,Pizza,1,0
14.883,4,1,0,Pizza,1,0
8.3,4,1,0,Pizza,1,0
15.517,4,1,0,Dessert,1,0
15.517,4,2,0,Pizza,1,0
11.767,2,1,0,Pizza,1,0
25.15,1,1,0,Extra,2,0
25.15,1,2,0,Extra,10,0
25.15,1,3,0,Pizza,1,0
25.15,1,4,0,Pizza,1,0
7.033,4,1,0,Pizza,1,0
9.55,4,1,0,Dessert,1,0
9.55,4,2,0,Side,1,0
11.6,3,1,0,Dessert,1,0
11.6,3,2,0,Pizza,1,0
35.5,2,1,0,Pizza,2,1
35.5,2,2,0,Beverage,2,1
35.5,2,3,0,Beverage,2,1
35.5,2,4,0,Pizza,1,1
35.5,2,5,0,Pizza,2,1
35.5,2,6,0,Pizza,3,1
35.5,2,7,0,Pizza,2,1
12.117,1,1,0,Pizza,1,0
51.367,4,1,0,Beverage,1,0
51.367,4,2,0,Pizza,1,0
51.367,4,3,0,Side,1,0
12.367,4,1,0,Pizza,1,0
16.717,2,1,0,Pizza,1,1
17.683,3,1,0,Extra,1,0
17.683,3,2,0,Pizza,1,0
17.683,3,3,0,Side,1,0
17.683,3,4,0,Pizza,1,0
15,3,1,0,Side,1,0
15,3,2,0,Pizza,1,0
14.567,2,1,0,Pizza,1,0
14.567,2,2,0,Pizza,1,0
15.367,4,1,1,Pizza,1,0
15.367,4,2,1,Pizza,1,0
15.367,4,3,1,Pizza,1,0
14.767,4,4,0,Pizza,1,0
14.767,4,5,0,Pizza,1,0
10.467,4,1,0,Side,1,0
10.467,4,2,0,Pizza,1,0
10.467,4,3,0,Pizza,1,0
15.5,3,1,0,Sandwich,1,0
15.5,3,2,0,Sandwich,1,0
15.5,3,3,0,Sandwich,1,0
15.5,3,4,0,Sandwich,1,0
15.5,3,5,0,Pizza,1,0
16.95,4,1,0,Pizza,1,0
16.95,4,2,0,Side,1,0
16.083,3,1,0,Pizza,1,0
0,1,1,0,Pizza,1,1
12,2,1,0,Pizza,1,1
12,2,2,0,Pizza,1,1
10.917,4,1,0,Pizza,1,0
10.917,4,2,0,Pizza,1,0
19.833,4,1,0,Side,1,0
19.833,4,2,0,Pizza,1,0
13.217,4,1,0,Extra,2,0
13.217,4,2,0,Side,1,0
13.217,4,3,0,Side,1,0
13.217,4,4,0,Pizza,1,0
13.217,4,5,0,Side,1,0
7.5,3,1,0,Extra,3,0
7.5,3,2,0,Extra,2,0
7.5,3,3,0,Pizza,1,0
27.517,4,1,0,Pizza,1,0
27.517,4,2,0,Extra,1,0
27.517,4,3,0,Extra,3,0
27.517,4,4,0,Side,1,0
27.517,4,5,0,Pizza,1,0
9.65,4,6,0,Beverage,1,0
9.65,4,7,0,Pizza,1,0
9.65,4,8,0,Pizza,1,0
15.033,1,1,0,Pizza,1,0
16.017,4,1,0,Pizza,1,0
16.017,4,2,0,Side,1,0
11.2,4,1,0,Pizza,1,0
14.683,3,1,0,Sandwich,1,0
14.683,3,2,0,Pizza,1,0
7.167,4,1,0,Pizza,1,0
7.75,4,1,0,Beverage,1,0
7.75,4,2,0,Side,1,0
7.75,4,3,0,Sandwich,1,0
7.75,4,4,0,Pizza,1,0
7.75,4,5,0,Dessert,1,0
6.683,1,1,0,Pizza,2,0
13.567,1,1,0,Beverage,1,0
13.567,1,2,0,Extra,5,0
13.567,1,3,0,Pizza,1,0
13.567,1,4,0,Pizza,1,0
10.15,4,1,0,Pizza,1,0
10.15,4,2,0,Pizza,1,0
10.567,4,1,0,Pizza,1,0
10.567,4,2,0,Pizza,1,0
20.983,4,1,0,Side,1,0
20.983,4,2,0,Pizza,1,0
13.267,3,1,0,Pizza,1,0
13.267,3,2,0,Side,1,0
12.3,3,1,0,Pizza,1,0
12.3,3,2,0,Side,1,0
12.283,5,3,0,Extra,1,0
12.283,5,4,0,Extra,1,0
12.283,5,5,0,Beverage,1,0
12.283,5,6,0,Beverage,1,0
12.283,5,7,0,Side,1,0
12.283,5,8,0,Pizza,1,0
12.283,5,9,0,Pizza,1,0
9.883,1,1,0,Pizza,1,0
9.883,1,2,0,Pizza,1,0
9.883,1,3,0,Pizza,1,0
9.317,4,1,1,Pizza,1,0
9.317,4,2,1,Pizza,1,0
9.317,4,3,0,Pizza,1,0
9.317,4,4,0,Pizza,1,0
6.617,4,1,0,Pizza,1,0
6.917,4,1,0,Beverage,2,0
6.917,4,2,0,Beverage,1,0
6.917,4,3,0,Side,1,0
6.917,4,4,0,Dessert,1,0
6.917,4,5,0,Side,1,0
13,4,1,0,Sandwich,1,0
23.5,4,1,0,Dessert,1,0
23.5,4,2,0,Pizza,1,0
13.033,1,1,0,Beverage,1,0
13.033,1,2,0,Sandwich,1,0
13.033,1,3,0,Pizza,1,0
13.033,1,4,0,Side,1,0
16.517,1,1,0,Side,1,0
16.517,1,2,0,Beverage,1,0
16.517,1,3,0,Pizza,1,0
16.517,1,4,0,Extra,1,0
12.667,4,1,0,Pizza,1,0
12.667,4,2,0,Pizza,1,0
12.667,4,3,0,Side,1,0
12.667,4,4,0,Side,1,0
12.667,4,5,0,Pizza,1,0
16.233,4,1,0,Pizza,1,0
8.983,1,1,0,Pizza,1,0
8.983,1,2,0,Pizza,1,0
8.983,1,3,0,Pizza,1,0
8.983,1,4,0,Pizza,1,0
28.25,1,1,0,Pizza,1,0
28.25,1,2,0,Pizza,1,0
28.25,1,3,0,Pizza,1,0
28.25,1,4,0,Pizza,1,0
28.25,1,5,0,Pizza,1,0
28.25,1,6,0,Extra,5,0
12.983,4,1,0,Pizza,1,0
12.983,4,2,0,Pizza,1,0
12.983,4,3,0,Side,1,0
12.983,4,4,0,Side,1,0
12.983,4,5,0,Extra,2,0
13.183,4,1,0,Side,1,0
13.183,4,2,0,Side,1,0
13.183,4,3,0,Pizza,1,0
13.183,4,4,0,Pizza,1,0
13.183,4,5,0,Beverage,1,0
10.617,4,1,0,Pizza,1,0
10.617,4,2,0,Dessert,1,0
10.617,4,3,0,Pizza,1,0
6.15,4,1,0,Dessert,1,0
6.15,4,2,0,Dessert,1,0
6.15,4,3,0,Beverage,1,0
7.35,4,1,0,Pizza,1,0
7.35,4,2,0,Pizza,1,0
11.683,4,3,0,Pizza,1,0
11.683,4,4,0,Side,1,0
11.683,4,5,0,Side,1,0
12.05,2,1,0,Pizza,1,0
12.05,2,2,0,Side,1,0
12.05,2,3,0,Sandwich,1,0
37.25,1,1,0,Side,1,0
37.25,1,2,0,Dessert,1,0
37.25,1,3,0,Beverage,1,0
37.25,1,4,0,Sandwich,1,0
16.183,4,1,0,Side,1,0
16.183,4,2,0,Dessert,1,0
16.183,4,3,1,Pizza,1,0
10.3,2,1,0,Side,1,0
15.683,3,1,0,Pizza,1,0
15.683,3,2,0,Pizza,1,0
15.683,3,3,0,Pizza,1,0
15.683,3,4,0,Side,1,0
15.683,3,5,0,Side,1,0
15.683,3,6,0,Dessert,1,0
10.467,2,1,1,Pizza,1,0
7.083,3,1,0,Pizza,1,0
7.083,3,2,0,Beverage,1,0
9.217,4,1,0,Pizza,1,0
10.8,4,1,0,Pizza,1,0
10.183,5,1,0,Side,1,0
10.183,5,2,0,Side,1,0
7.633,1,1,0,Pizza,1,0
13.867,2,1,1,Pizza,1,0
13.867,2,2,0,Extra,1,0
13.867,2,3,0,Extra,2,0
13.867,2,4,0,Extra,1,0
13.783,1,1,0,Pizza,1,0
13.783,1,2,0,Pizza,1,0
13.783,1,3,0,Side,1,0
13.783,1,4,0,Dessert,1,0
8.583,2,1,0,Pizza,1,0
8.583,2,2,0,Side,1,0
9.833,1,1,0,Pizza,1,0
9.833,1,2,0,Pizza,1,0
9.833,1,3,0,Pizza,1,0
5.65,1,1,0,Pizza,1,0
5.65,1,2,0,Pizza,1,0
5.65,1,3,0,Side,1,0
5.65,1,4,0,Beverage,1,0
5.967,4,1,0,Pizza,1,0
5.967,4,2,0,Beverage,1,0
6.4,2,1,0,Side,1,0
6.4,2,2,0,Side,1,0
11.467,4,1,0,Pizza,1,0
11.467,4,2,0,Pizza,1,0
11.467,4,3,0,Pizza,1,0
11.467,4,4,0,Pizza,1,0
12.983,2,1,0,Pizza,2,0
10.867,4,1,0,Pizza,1,0
19.967,1,1,0,Extra,1,0
19.967,1,2,0,Dessert,1,0
19.967,1,3,0,Side,1,0
19.967,1,4,0,Sandwich,1,0
19.967,1,5,0,Side,1,0
10.133,4,1,0,Pizza,1,0
9.217,2,1,0,Pizza,1,0
8.45,2,2,0,Pizza,1,0
21.317,1,1,0,Pizza,1,0
21.317,1,2,0,Side,1,0
21.317,1,3,0,Side,1,0
9.733,1,4,0,Side,1,0
9.1,4,1,0,Pizza,1,0
9.1,4,2,0,Side,1,0
9.1,4,3,0,Extra,4,0
9.1,4,4,0,Pizza,1,0
22.25,3,1,0,Pizza,1,0
22.25,3,2,0,Side,1,0
22.25,3,3,0,Side,1,0
22.25,3,4,0,Side,1,0
13.383,4,1,0,Pizza,1,0
13.383,4,2,0,Beverage,1,0
9.083,1,1,0,Pizza,1,0
12.983,4,1,0,Pizza,1,0
12.983,4,2,0,Pizza,1,0
7.467,4,1,0,Pizza,1,0
7.467,4,2,0,Dessert,1,0
9.9,4,1,0,Pizza,1,0
11.183,1,1,0,Pizza,1,0
11.183,1,2,0,Side,1,0
11.183,1,3,0,Dessert,1,0
11.183,1,4,0,Pizza,1,0
6.733,2,1,0,Pizza,1,0
17.4,4,1,0,Pizza,1,0
17.4,4,2,0,Pizza,1,0
17.4,4,3,0,Side,1,0
17.4,4,4,0,Dessert,1,0
28.967,2,1,0,Pizza,1,0
28.967,2,2,0,Pizza,1,0
28.967,2,3,0,Dessert,1,0
28.967,2,4,0,Sandwich,1,0
8.85,4,1,0,Pizza,1,0
8.85,4,2,0,Pizza,1,0
8.25,4,1,0,Pizza,1,0
10.533,1,1,0,Pizza,1,0
10.533,1,2,0,Pizza,1,0
8.167,3,1,0,Pizza,1,0
9.067,3,1,0,Dessert,1,0
11.2,4,1,0,Pizza,1,0
11.2,4,2,0,Sandwich,1,0
9.617,1,1,0,Pizza,1,0
9.617,1,2,0,Pizza,1,0
9.617,1,3,0,Side,1,0
9.617,1,4,0,Side,1,0
12.683,2,1,0,Dessert,1,0
12.683,2,2,1,Pizza,1,0
11.267,1,1,0,Dessert,1,0
11.267,1,2,0,Pizza,1,0
11.267,1,3,0,Pizza,1,0
7.417,2,1,0,Pizza,1,0
8.7,4,1,0,Dessert,1,0
12.583,2,1,0,Pizza,1,0
12.683,2,1,0,Pizza,1,0
12.683,2,2,0,Beverage,2,0
19.8,1,1,0,Beverage,1,0
19.8,1,2,0,Beverage,1,0
19.8,1,3,0,Pizza,2,0
19.8,1,4,0,Side,1,0
6.567,4,1,0,Pizza,1,0
6.567,4,2,0,Pizza,1,0
6.567,4,3,0,Pizza,1,0
7.9,3,1,0,Extra,1,0
7.9,3,2,0,Extra,3,0
7.9,3,3,0,Side,1,0
7.9,3,4,0,Pizza,1,0
0,3,1,0,Beverage,1,0
5.083,1,1,0,Pizza,1,0
5.083,1,2,0,Side,1,0
5.083,1,3,0,Extra,1,0
9.9,1,1,0,Pizza,1,0
9.9,1,2,0,Pizza,1,0
5.25,4,1,0,Extra,1,0
5.25,4,2,0,Pizza,1,0
11.817,4,1,0,Pizza,1,0
11.817,4,2,0,Pizza,1,0
23.533,1,1,0,Dessert,1,0
23.533,1,2,0,Pizza,1,0
17.567,1,1,0,Pizza,1,0
11.933,2,1,0,Pizza,1,0
9.817,2,1,0,Beverage,2,0
9.817,2,2,0,Side,1,0
9.817,2,3,0,Side,1,0
5.533,4,1,0,Pizza,1,0
10.933,1,1,0,Pizza,1,0
14.767,1,1,0,Pizza,1,0
14.767,1,2,0,Pizza,1,0
16.517,2,1,0,Pizza,1,0
10.633,1,1,1,Pizza,1,1
10.633,1,2,1,Pizza,1,1
13.133,5,1,0,Pizza,1,0
13.133,5,2,0,Side,1,0
13.133,5,3,0,Beverage,1,0
17.367,1,1,0,Sandwich,1,0
17.367,1,2,0,Sandwich,1,0
8.683,1,1,0,Pizza,1,0
12.167,2,1,0,Side,1,0
12.167,2,2,0,Pizza,1,0
12.167,2,3,0,Pizza,1,0
12.167,2,4,0,Pizza,1,0
9.667,1,1,0,Pizza,1,0
9.667,1,2,0,Pizza,1,0
10.367,2,1,0,Pizza,1,0
10.367,2,2,0,Side,1,0
10.367,2,3,0,Side,1,0
10.367,2,4,0,Beverage,1,0
8.45,4,1,0,Pizza,1,0
8.933,4,1,0,Pizza,1,0
12.517,2,1,0,Pizza,1,0
12.517,2,2,0,Pizza,1,0
13.817,1,1,0,Pizza,1,1
13.817,1,2,0,Pizza,1,1
13.817,1,3,0,Pizza,1,1
13.817,1,4,0,Pizza,1,1
10.25,1,1,0,Pizza,1,0
28.25,4,1,0,Pizza,1,0
28.25,4,2,0,Pizza,1,0
15.767,1,1,0,Pizza,1,0
15.767,1,2,0,Sandwich,1,0
16.067,4,1,0,Pizza,1,0
18,2,1,0,Pizza,1,0
18,2,2,0,Pizza,1,0
35.167,4,1,0,Pizza,1,0
35.167,4,2,0,Side,1,0
34.567,4,3,1,Pizza,1,0
34.567,4,4,0,Side,1,0
15.45,2,1,0,Pizza,1,0
15.45,2,2,0,Pizza,1,0
11.617,1,1,0,Pizza,1,0
33.933,2,1,0,Extra,1,0
33.933,2,2,0,Extra,1,0
33.933,2,3,0,Sandwich,1,0
12.6,2,1,0,Pizza,1,0
12.6,2,2,0,Pizza,1,0
15.1,4,1,0,Pizza,1,0
15.1,4,2,0,Pizza,1,0
11.183,1,1,0,Pizza,1,0
11.183,1,2,0,Pizza,1,0
11.183,1,3,0,Side,1,0
11.183,1,4,0,Side,1,0
17.367,4,1,0,Pizza,1,0
17.367,4,2,0,Side,1,0
11.733,4,1,0,Pizza,1,0
11.733,4,2,0,Pizza,1,0
11.733,4,3,0,Pizza,1,0
11.733,4,4,0,Pizza,1,0
9.017,2,1,0,Pizza,1,0
11.067,1,1,0,Pizza,1,0
11.067,1,2,0,Side,1,0
11.067,1,3,0,Side,1,0
11.067,1,4,0,Pizza,1,0
24.967,4,1,0,Pizza,1,0
7.817,3,1,0,Pizza,1,0
10.133,3,2,0,Pizza,1,0
9.65,2,1,0,Pizza,1,0
7.133,1,1,0,Pizza,1,0
7.133,1,2,0,Pizza,1,0
8.267,3,1,0,Sandwich,1,0
8.267,3,2,0,Pizza,1,0
8.3,4,1,0,Side,1,0
8.3,4,2,0,Side,1,0
8.3,4,3,0,Pizza,1,0
8.3,4,4,0,Pizza,1,0
6.083,2,1,1,Pizza,1,0
6.083,2,2,0,Side,1,0
7.783,4,1,1,Pizza,1,0
12.333,4,1,0,Pizza,1,0
12.333,4,2,0,Side,1,0
12.533,4,1,0,Pizza,1,0
12.533,4,2,0,Pizza,1,0
12.533,4,3,0,Side,1,0
12.533,4,4,0,Side,1,0
12.533,4,5,0,Side,1,0
22.033,4,1,0,Beverage,1,0
22.033,4,2,1,Pizza,1,0
12.917,1,1,0,Side,1,0
12.917,1,2,0,Pizza,1,0
12.917,1,3,0,Pizza,1,0
19.267,3,1,0,Pizza,1,0
19.267,3,2,0,Side,1,0
7.483,4,1,0,Pizza,1,0
7.483,4,2,0,Dessert,1,0
7.483,4,3,0,Sandwich,1,0
7.483,4,4,0,Sandwich,1,0
18.183,3,1,0,Pizza,1,0
18.183,3,2,0,Beverage,1,0
13.683,1,1,0,Pizza,1,0
13.683,1,2,0,Side,1,0
13.683,1,3,0,Extra,1,0
13.683,1,4,0,Beverage,1,0
13.683,1,5,0,Extra,1,0
14.067,4,1,0,Pizza,1,0
14.067,4,2,0,Pizza,1,0
8.667,2,1,0,Sandwich,1,0
13.583,4,1,0,Pizza,1,0
13.583,4,2,0,Sandwich,1,0
7,1,1,0,Pizza,1,0
7.667,4,1,0,Pizza,1,0
7.667,4,2,0,Extra,1,0
11.217,3,1,0,Pizza,1,0
11.217,3,2,0,Side,1,0
11.217,3,3,0,Beverage,1,0
12.167,4,4,0,Pizza,1,0
12.167,4,5,0,Pizza,1,0
